title,text,subject,date,is_fake
"Stung by reputation, Taiwan looks to turn corner on money laundering","TAIPEI (Reuters) - After Taiwan s state-run Mega Financial Holding Co was fined $180 million by U.S. authorities for lax enforcement of anti-money-laundering rules at its New York branch, the bank started a rigorous training program for its staff. Now, like Mega Financial, companies across Taiwan are working to get staff and systems up to speed after the island passed laws to meet international standards on combating money laundering and was taken off a watchlist by the Asia Pacific Group on Money Laundering (APG).  Unfortunately, Taiwan has earned a name for itself as a paradise for money laundering,  Deputy Justice Minister Tsai Pi-chung told Reuters. Money laundering and cybercrime connections to Taiwan, which is also in the process of pushing through a cyber security bill, have grabbed global headlines. U.S. authorities fined Mega Financial $180 million last year for lax enforcement of anti-money-laundering rules at its New York branch. Some money from the $170 million cyber heist of India s Union Bank of India was transferred through Taiwan s Bank SinoPac. An international crime ring used malware to steal $2.6 million from the ATMs of Taiwan s First Bank. Taiwan was one of the six most targeted countries of the Wannacry ransomware attack earlier this year, according to security company Avast.  Since 2011, 800 people from China and Taiwan have been deported from Cambodia on suspicion of telecoms fraud. Following its U.S. fine, Mega Financial said cleaning up its act is a top priority. U.S. authorities had said the Mega branch had been  indifferent  to the risks associated with transactions involving Panama, a high-risk area for money laundering.  What happened at our New York branch was just terrible,  said Robert Tsai, a senior executive vice president, referring to the fine and ensuing scandal.  Half of our 6,000 clerks have been certified with anti-money laundering training. How each of our branches implements the rules and ensures proper training is the top priority for our business.  To gain international confidence in its anti-money laundering measures, Taiwan will have to demonstrate it is putting the laws into practice. The APG will review Taiwan in 2018.  The visit will focus on how effectively Taiwan will have actually implemented the anti-money laundering rules,  said Liang Hung-lieh, partner of PricewaterhouseCoopers Taiwan.  The APG s on-site review will be new to most of the assessed, including banks, non-bank financial institutions and in particular non-financial institutions such as lawyers, public certified accountants and other professional service providers.  Under the anti-money laundering laws, these financial professionals will be required to report suspicious transactions, including bank transfers exceeding T$500,000 (US$16,500). They will have to determine where the money came from, provide details about the client and report that to Taiwan s newly established Anti-Money Laundering Office. These are similar to regulations that countries that have signed up to global anti-money laundering rules overseen by the Financial Action Task Force (FATF) have adopted. The cost to companies of implementing the new rules may be significant as they put processes, workers and data systems in place.  There s a lot of extra work for them to do now, such as determining the identities of their clients  beneficiaries,  said an official with the Financial Supervisory Commission, the island s financial regulator. He declined to be identified in the absence of permission to speak to the media.  They don t yet know exactly what they have to do, and to what extent, to be considered compliant with the new regulations. They re going to need some time to digest all of these new rules,  he said. The potential costs and increased difficulty of getting transactions done under the new rules worry those in the property market, said Wong Jui-chi, the spokesman for Taiwan s Chinese Association of Real Estate brokers, while emphasizing that his industry intends to fully comply with the regulations.  The property market is already in a bad shape and these new rules will make things worse by making the process of real estate transactions more complicated. More or less everyone in our industry is complaining about it,  he said. ",worldnews,"August 30, 2017 ",False
One dead after light aircraft collides on Caernarfon runway,"(Reuters) - British Police said that one person died after a light aircraft collision at Caernarfon Airport in Wales on Thursday. The police said in a Facebook post that the pilot of the aircraft had died after it collided on the runway and caught fire.   A cordon is in place around the site and we are urging the public to remain clear of the area to allow the emergency services to deal with the incident,  Sharon McCairn , Chief Inspector for North Wales Police said. ",worldnews,"September 6, 2017 ",False
Michigan governor denies misleading U.S. House on Flint water,"(Reuters) - Michigan Governor Rick Snyder denied Thursday that he had misled a U.S. House of Representatives committee last year over testimony on Flint’s water crisis after lawmakers asked if his testimony had been contradicted by a witness in a court hearing. The House Oversight and Government Reform Committee wrote Snyder earlier Thursday asking him about published reports that one of his aides, Harvey Hollins, testified in a court hearing last week in Michigan that he had notified Snyder of an outbreak of Legionnaires’ disease linked to the Flint water crisis in December 2015, rather than 2016 as Snyder had testified. “My testimony was truthful and I stand by it,” Snyder told the committee in a letter, adding that his office has provided tens of thousands of pages of records to the committee and would continue to cooperate fully.  Last week, prosecutors in Michigan said Dr. Eden Wells, the state’s chief medical executive who already faced lesser charges, would become the sixth current or former official to face involuntary manslaughter charges in connection with the crisis. The charges stem from more than 80 cases of Legionnaires’ disease and at least 12 deaths that were believed to be linked to the water in Flint after the city switched its source from Lake Huron to the Flint River in April 2014. Wells was among six current and former Michigan and Flint officials charged in June. The other five, including Michigan Health and Human Services Director Nick Lyon, were charged at the time with involuntary manslaughter stemming from their roles in handling the crisis. The crisis in Flint erupted in 2015 when tests found high amounts of lead in blood samples taken from children in the predominantly black city of about 100,000. The more corrosive river water caused lead to leach from pipes and into the drinking water. Lead levels in Flint’s drinking water have since fallen below levels considered dangerous by federal regulators, state officials have said. ",politicsNews,"October 12, 2017 ",False
WHY “MODERATE” MUSLIMS DON’T SPEAK OUT: Muslim Shopkeeper Makes Video Wishing Customers “Happy Easter”…Muslim Man Stabs Him To Death [VIDEO],"The religion of peace and tolerance strikes again A shopkeeper was murdered by a fellow Muslim after he wished his Christian friends a peaceful Easter.Asad Shah, who was stabbed up to 30 times at his shop, had praised both the life of Jesus and  his beloved Christian nation . Left lying in a pool of blood, the 40-year-old died in hospital. Police, who were questioning a 32-year-old suspect last night, said the killing was religiously motivated.Mohammad Faisal, a family friend, said a bearded Muslim wearing a long religious robe entered Mr Shah s shop and spoke to him in his native language before stabbing him in the head with a kitchen knife.Mr Shah s brother, who was working next door, rushed out to find the killer laughing while sitting on the Glasgow newsagent s bleeding chest. The brother dragged Mr. Shah away but the guy continued attacking with the blade,  said Mr Faisal.  They struggled up to the bus stop where Asad collapsed. It was just a clear-cut revenge attack. For posting messages about peace, messages about greeting fellow Christians and Jews. Here is the video Asad Shah posted that inspired his brutal murder by a fellow Muslim: Before his death, Mr Shah had wished his friends a  Good Friday and a very happy Easter, especially to my beloved Christian nation .In his final post, he wrote:  Let s follow the real footstep of beloved holy Jesus Christ and get the real success in both worlds. Mr Shah also appeared to use his Facebook page to speak out over the attacks in Brussels. Via: Daily Mail",left-news,"Mar 28, 2016",True
NOT KIDDING! Serial Liar Brian Williams Blames “FAKE NEWS” For Hillary’s Loss On MSNBC Last Night [VIDEO],"The man suspended from his TV anchor job for faking his own news is furious about the spread of  fake news. Brian Williams, who was forced to take a 6-month vacation before being permanently relieved of his  Nightly News  duties on NBC, railed about the new epidemic of  fake news  in his MSNBC show earlier this week. Fake news played a role in this election and continues to find a wide audience,  Williams whined Tuesday night in his middle-of-the-night show.Specifically, Williams singled out Trump s incoming national security adviser, Lt. Gen. Michael Flynn, and his son for spreading falsehoods. Williams is no stranger to fake news. He was punished in February 2015 for lying about a helicopter ride in Iraq that he claimed came under heavy enemy fire.In 2003, Williams and an NBC team were reporting in Iraq when three Chinook helicopters came under fire.Williams claimed he was on one of the copters that were hit, when he aboard a different helicopter located about an hour behind the other three. I don t know what screwed up in my mind that caused me to conflate one aircraft with another,  Williams told  Stars and Stripes  after crew members from the helicopters that were hit that day came forward.Questions were also raised about Williams  coverage in the aftermath of Hurricane Katrina in New Orleans in 2005.Williams claimed he could see bodies in flooding from his hotel room in the French Quarter.But the New Orleans Advocate reported that the French Quarter was largely spared in the catastrophe and saw little flooding.-NYP",left-news,"Dec 9, 2016",True
Russian warships dock in Philippines as Manila cultivates new ties,"MANILA (Reuters) - Three Russian warships, including two anti-submarine vessels, docked in Manila on Friday to unload what navy officials said was weaponry and military vehicles donated to the Philippines as part of a new defense relationship. It was the third port visit this year by Russian warships as part of Philippine President Rodrigo Duterte s moves to engage closely with Moscow, an arch-rival of Manila s former colonial master and closest defense ally, the United States. The load included 5,000 assault rifles, a million rounds of ammunition and 20 army trucks, Russian and Filipino navy officials said.   We would do our best to make this port call a significant contribution indicating friendly ties and relations between two nations in the interest of security and stability in this region,  said Eduard Mikhailov, deputy commander of Russia s Pacific Fleet flotilla. The visit was timed to coincide with the arrival next week of Russian Defence Minister Sergei Shoigu, who is attending a regional defense meeting, and U.S. counterpart Jim Mattis, a Philippine navy spokesman said. Russia and the Philippines are expected to sign a security deal on military logistics next week. ",worldnews,"October 20, 2017 ",False
 Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO),"Sometimes you ve got to laugh   especially if you re the Democratic nominee, who is currently facing down a level of unbridled hatred that rivals all previous presidential candidates with the exception of Barack Obama. Recently, Hillary contracted pneumonia   or, if you listen to our friends on the Right, she s on her deathbed and completely unfit to serve as President because reasons. The downright comical reaction to this, coupled with the numerous right-wing anti-Hillary witch hunts like Benghazi and the manufactured controversy over her emails, is enough to give one a chuckle   but it s even more fun when one of the ignoramuses who subscribe to such ridiculous notions stops by one of her rallies to tell the Democratic nominee how he really feels about her.As Hillary spoke to a crowd in Greensboro, North Carolina, a heckler screamed: F*ck Hillary. Hillary s reaction was priceless. As the crowd cheered for her and  Hillary  chants broke out, a grin formed on the face of the former Secretary of State, quickly turning into a chuckle then a full-blown laugh. Now, I just want to have a conversation and other people can wave their arms and their signs,  she said after the moment passed, going back into her speech like nothing happened as the heckler was escorted out.Interestingly, she didn t order her supporters to attack the man. She didn t lash out, she didn t insult him. She respected his right to display a dissenting opinion. This is something you would never see at a Trump rally, where the 2016 nominee s  basket of deplorables  regularly beat protesters   especially the elderly and minorities   senseless for expressing themselves.Vote for the candidate who can keep her cool in November   the future of our nation depends on it.Watch the incident below: Featured image via screen capture",News,"September 15, 2016",True
 Trump Supporting KKK Leader Defends Trump And Alt-Right In Response To Hillary’s Brilliant Speech,"David Duke is a former Ku Klux Klan Grand Wizard who also happens to be one of the most famous white supremacists in modern history. He is also, like many white supremacists, anti-semites, and other assorted despicable bigots, a Donald Trump supporter. Today, as we all know by now, Hillary Clinton issued a blistering takedown of Trump in a brilliant speech delivered in Reno, Nevada. She indicted the so-called  alt-right  movement   which is really nothing more than the new white supremacy   as well as Donald Trump himself for being nothing more than bigots, and bringing their bigotry into the mainstream via this presidential election. Well, of course, David Duke was most unhappy with this, and decided to issue a statement defending the alt-right   which of course means, at this point, that he is also defending Trump.Duke talked to Buzzfeed s Andrew Kaczynski and said:Kaczynski went on to tweet:Bottom line, the white nationalists trust Trump and don't find his condemnations of them to be sincere.  andrew kaczynski (@BuzzFeedAndrew) August 26, 2016He s right, of course. They know that Trump is just doing what he has to do to get elected. He is their guy. They know that all of his pathetic and disingenuous attempts to reach out to communities of color is really just lip service; hell, he isn t even actually talking to communities of color. He s trying to assure more mainstream white people that he isn t quite as racist as they thought, and that they should still vote for him, because he s still their man.Trump s campaign has completely embraced the lunatic fringe, and they are welcoming him with open arms. No matter how much his campaign staff tries to  soften  his bombastic tone and gets him to read off of a teleprompter, the truth is already out there, via not just Trump s own words, associations, and actions, but also via the full throated endorsement and defense of Klan leaders and other white supremacist leaders like David Duke.GOP, if you ve any sense at all, you ll kick ALL of these racists out of your party. You can t just say you aren t racists. You have to prove it. Take the hit this election, and reject Trumpism before it is too late.Featured image via SAUL LOEB/AFP/Getty Images",News,"August 25, 2016",True
Pennsylvania $2 bln budget gap is 'time bomb': governor,"NEW YORK (Reuters) - Pennsylvania’s $2 billion budget deficit is a “time bomb” that could cause “fiscal catastrophe the likes of which we have never seen” if it is not resolved, Governor Tom Wolf said in his budget address on Tuesday. Wolf proposed a $32.7 billion fiscal 2017 budget that would add $200 million of funding for K-12 public schools and another $110 million to early and special education programs. Including pension contributions, the budget would be nearly $33.3 billion. To pay for the increases, Wolf would increase personal income taxes by nearly 11 percent to 3.4 percent, expand sales taxes, raise taxes on tobacco products and implement a 6.5 percent severance tax on natural gas producers, according to documents released during his speech. But dominating Wolf’s message was the budgetary crisis escalated by political gridlock. Wolf, a Democrat, and the Republican-led legislature have disagreed since this time last year, when Wolf proposed his first budget. Now seven months after the start of fiscal 2016 on July 1, the state still has only a partial $23.4 billion emergency spending plan. Wolf had been ready to sign a negotiated $30.8 billion agreement but it was scuttled in December. Wolf reminded lawmakers of that turn of events on Tuesday. In web-streamed remarks, he urged them to send the agreement back to him. “House Republican leaders just walked away,” he said during his speech at the state capitol in Harrisburg. Some booed in response.  “Yelling will not make it go away,” Wolf said. “We need to do what’s right,” he continued, to applause. He later told lawmakers to “find another job” if they could not reach a solution. His 2017 proposal is built upon the eventual approval of that compromise budget for the current fiscal year.  Senate Republicans, who had passed the budget compromise, said Wolf was “doubling down” on last year’s proposal. “This retread budget proposal offers superficial changes to his sizable tax-and-spend plan that has already been soundly opposed by taxpayers,” Senate Majority Leader Jake Corman said in a statement on Tuesday. Unless next year’s deficit is closed, property taxes for homeowners will skyrocket, Wolf said. More than 23,000 teachers and school employees would be cut, as would special education and pre-kindergarten programs.  Services for senior citizens, the mentally ill, child care and domestic violence shelters also would be slashed, he said. Wolf’s address was no olive branch, said Muhlenberg College political scientist Christopher Borick.  “He turned up the heat,” Borick said. ",politicsNews,"February 9, 2016 ",False
South Africa's Ramaphosa gets most nominations ahead of ANC leadership vote,"JOHANNESBURG (Reuters) - South African Deputy President Cyril Ramaphosa has received the most nominations for leader of the ruling African National Congress (ANC) ahead of a party vote this month, voting data from the country s nine provinces show. Ramaphosa is one of two frontrunners in a closely watched contest to take over from President Jacob Zuma as ANC leader at a party conference starting on Dec. 16. Whoever becomes ANC leader will most likely be the next president of South Africa, owing to the ruling party s electoral dominance. Ramaphosa received 1,862 nominations by ANC branches, whereas his main rival for ANC leader, former cabinet minister Nkosazana Dlamini-Zuma, received 1,309 endorsements. Reuters compiled the number of nominations for each candidate based on voting data released by provincial ANC structures. ANC officials in the provinces of Limpopo and KwaZulu-Natal were the last to release their nominations totals on Monday. Ramaphosa, a former trade union leader and millionaire businessman, is seen as more market-friendly than Dlamini-Zuma, who was previously married to Zuma. Signs that Ramaphosa has been doing well in the nominations by ANC branches have boosted the rand currency in recent weeks. However, Dlamini-Zuma could still win the race for ANC leader as analysts say the outcome in December could be swayed by inducements and pressure on conference delegates.  Delegates are not bound to vote for the candidate that was nominated by their ANC branch. ",worldnews,"December 4, 2017 ",False
[VIDEO] WHAT JERRY SEINFELD HAS TO SAY ABOUT OVERLY PC COLLEGE KIDS WILL MAKE THE LEFT CRAZY,"Kids Just Want To Use Words  That s racist, that s sexist.  They don t even know what they re talking about Like Chris Rock and Larry the Cable Guy, Jerry Seinfeld avoids doing shows on college campuses. And while talking with ESPN s Colin Cowherd on Thursday, the comedian revealed why: College kids today are too politically correct. I hear that all the time,  Seinfeld said on The Herd with Colin Cowherd.  I don t play colleges, but I hear a lot of people tell me,  Don t go near colleges. They re so PC. Seinfeld says teens and college-aged kids don t understand what it means to throw around certain politically-correct terms.  They just want to use these words:  That s racist;   That s sexist;   That s prejudice,  he said.  They don t know what the f k they re talking about. The funnyman went on to recount a conversation he and his wife had with their 14-year-old daughter, which he believes proved his point. My wife says to her,  Well, you know, in the next couple years, I think maybe you re going to want to be hanging around the city more on the weekends, so you can see boys,  Seinfeld recalled.  You know what my daughter says? She says,  That s sexist. https://youtu.be/zP769IdU_YECowherd pointed out the flack comedian Louis C.K. received after his controversial appearance on Saturday Night Live last month, further proving Seinfeld s point. Louis  great gift is that he doesn t worry, he just does his thing,  he said. And Seinfeld s not scared to make his point, either:  If I wanted to say something, I would say it. But for now, Seinfeld will stick to covering the topics he can feels he can make humorous, PC or not.  I talk about the subjects I talk about because for some reason I can make them funny,  he said.  The ones I can t make funny, you don t hear. Via: Entertainment Weekly",politics,"Jun 8, 2015",True
 Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,"There seems to be a definite double standard when it comes to how Republicans in Congress want to go about investigating terrible governors. When it came to investigating former Oregon Governor John Kitzhaber (D), Republicans like Rep. Jason Chaffetz (R-UT) were fast and furious with their requests to obtain the information they wanted in regards to a scandal surrounding Oregon s health insurance exchange. However, when it comes to going after Republican Governor Rick Snyder of Michigan over the horrendous Flint water crisis, those same Republicans so adamant at going after a Democratic governor, failed to send requests to investigate Flint.Rep. Elijah Cummings (D-MD) is not about to let them get away with this hypocrisy whatsoever.In a letter sent by Cummings to Chaffetz, who is the Chairman of the Committee on Oversight and Government Reform, Cummings points out the clear double-standard of the committee going after Kitzhaber, but not Snyder in the same regard. And while Cummings does give them some credit for called Snyder before the Committee in March, it is clear that they are not going after Snyder with the same vigor. Cummings wrote: During our meeting last week, you explained that you had spoken directly with Governor Snyder, and you suggested that one reason not to request documents from him is because he might claim that his communications about the Flint water crisis are protected by executive privilege. Although I was not a part of your conversation with Governor Snyder, any claim of executive privilege to withhold documents from Congress would be a surprising turn of events that directly contradicts the Governor s own promises of accountability to the people of Michigan. Cummings also wrote: I believe that the Committee should apply the same standards for requesting documents to all governors, regardless of whether they are Democrats or Republicans. By declining to send any document request at all to Governor Snyder, the Committee is creating the perception of a double-standard in which it has requested documents from a Democratic governor, but not from a Republican governor. He then goes on to give the example of former Oregon Governor John Kitzhaber.It is simply woefully irresponsible to so blatantly neglect going after Gov. Snyder, especially considering the Flint, Michigan water crisis is so irreversibly severe causing lifelong health issues to those affected. Not only should they be investigating Snyder to the fullest extent, but they should be pushing for his resignation, as is what happened with Kitzhaber.Cummings sums it up best when he states: The Committee has never accepted this practice as an adequate standard of investigation, and we should not do so now. Governor Snyder and his staff are central figures in the decision-making process that led to the poisoning of Flint residents, and the Committee owes it to these residents to conduct a comprehensive and bipartisan investigation. Snyder needs to be held responsible and party politics need to be checked at the door. End of story.Featured image via YouTube",News,"February 22, 2016",True
China complains to Australia over Turnbull comments on interference,"BEIJING (Reuters) - China said on Friday it had lodged a complaint with Australia after its prime minister, Malcolm Turnbull, said he took reports very seriously that China s Communist Party had sought to interfere in his country. Turnbull said this week that foreign powers were making  unprecedented and increasingly sophisticated attempts to influence the political process  in Australia and the world. He cited  disturbing reports about Chinese influence . Turnbull, speaking to parliament on Thursday during the introduction of legislation to stop external interference in domestic politics, reiterated those concerns.  Media reports have suggested that the Chinese Communist Party has been working to covertly interfere with our media, our universities and even the decisions of elected representatives right here in this building. We take these reports very seriously,  he said. Chinese Foreign Ministry spokesman Geng Shuang said in Beijing he was  shocked  at what Turnbull had said. Such comments pandered to certain irresponsible reports in Australian media, were full of prejudice against China, were baseless and poisoned the atmosphere of China-Australia relations, Geng told a daily news briefing.  We express strong dissatisfaction at this, and have already lodged solemn representations with the Australian side,  he said. Geng said China had always respected the principle of non-interference in internal affairs in dealing with Australia  We strongly urge the relevant Australian person to spurn Cold War thinking and prejudice towards China, immediately stop making wrong comments that harm political mutual trust and mutually beneficial cooperation, and take effective steps to dispel negative effects,  he added. Geng s remarks were China s latest and strongest broadside against Australia on the issue. The Chinese embassy in Australia on Wednesday accused Australia of hysteria and paranoia after Turnbull vowed to ban foreign political donations to curb external influence in domestic politics. China s soft power has come under renewed focus this week after a politician from Australia s opposition Labor party was demoted from government having been found to have warned a prominent Chinese business leader and Communist Party member that his phone was being tapped by intelligence authorities. In June, Fairfax Media and the Australian Broadcasting Corporation reported on a concerted campaign by China to  infiltrate  Australian politics to promote Chinese interests.  ",worldnews,"December 8, 2017 ",False
 Racists Go CRAZY after Samuel L Jackson Trashes Trump On Jimmy Kimmel Live (VIDEO),"The racists came out in full force when Jimmy Kimmel put up a minute of video that is too outstanding to ignore. In a segment called,  The Hateful 8 Ball,  Kimmel gets advice from a mystical Samuel L Jackson inside a magic 8 ball toy. Jackson plays the part as you d expect, nailing the role of angry black man with iconic voice ever so perfectly.Definitely a great moment captured for all time   not only for a funny comedic piece, but as a historical record for the kind of racism that follows Donald Trump around. On hearing the name, the Trump trolls who keep this buffoon relevant enough that he might just win the GOP nomination hopped all over the comments on The Patriot Nation, the right-wing propaganda rag posting the video for other racists to be outraged at.This rocket doctor doesn t understand why racism has to be about race:When Bill Taylor, who went to Ball State University, says that President Obama had no qualifications other than he s black to run for president, that s it. All bets are off, Obama is worthless. Bill was obviously far too involved with the investigation into how little Obama was vetted to notice the birther movement, college transcript fiasco and fake Barry Soetoro stuff that still thrives in circles of stupidity all over the internet.Bill says he s a racist, pretty sure it s because he s black, not sure if we re talking about Jackson or Obama anymore; It s very sad.Then there are the people who just really are that stupid:It takes a classy person to be a Donald Trump supporter. You have to be able to just hate so indiscriminately. Can you actually consider yourself to be fair if you truly hate everyone equally? Hate just for hate s sake.You can enjoy the comments and maybe even make yourself a new conservative friend HERE.Featured image via screen capture",News,"January 3, 2016",True
Factbox: Short list of potential picks for Trump administration,"(Reuters) - New candidates to serve in U.S. President-elect Donald Trump’s Cabinet emerged on Wednesday, including U.S. Senator Ted Cruz as a potential attorney general and North Carolina Governor Nikki Haley as secretary of state, as he works to fill administration positions ahead of his inauguration on Jan. 20. Trump said on Sunday he would hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative website Breitbart News, as his chief strategist and senior counselor. Below are people mentioned as contenders for senior roles. * Steven Mnuchin, former Goldman Sachs Group Inc executive and Trump’s campaign finance chairman * Jeb Hensarling, U.S. representative from Texas and chairman of the House Financial Services Committee * Jamie Dimon, JPMorgan Chase & Co chief executive officer * Tom Barrack, founder and chairman of Colony Capital Inc * Rudy Giuliani, former mayor of New York City * Nikki Haley, governor of South Carolina  * John Bolton, former U.S. ambassador to the United Nations under President George W. Bush * Bob Corker, U.S. senator from Tennessee and chairman of the Senate Foreign Relations Committee * Newt Gingrich, former U.S. House of Representatives speaker * Zalmay Khalilzad, former U.S. ambassador to Iraq * Jeff Sessions, U.S. senator from Alabama and early Trump supporter, member of the Senate Armed Services Committee * Tom Cotton, U.S. senator from Arkansas       * Retired Lieutenant General Michael Flynn, former director of the Defense Intelligence Agency  * Jon Kyl, former U.S. senator from Arizona * Duncan Hunter, U.S. representative from California and early Trump supporter, member of the House Armed Services Committee * Jim Talent, former U.S. senator from Missouri who was on the Senate Armed Services Committee  * Kelly Ayotte, outgoing U.S. senator from New Hampshire and member of the Senate Armed Services Committee * Rudy Giuliani * Ted Cruz, U.S. senator from Texas * Jeff Sessions, senior member of the Senate Judiciary Committee who takes a hard line on immigration * Kris Kobach, Kansas secretary of state, architect of anti-immigration efforts who says he is advising Trump on immigration issues * Pam Bondi, Florida attorney general  * Trey Gowdy, U.S. representative from South Carolina who headed the House committee that investigated the 2012 attacks on the U.S. mission in Benghazi, Libya * Chris Christie, New Jersey governor * Henry McMaster, lieutenant governor of South Carolina * Newt Gingrich * Tom Price, U.S. representative from Georgia who is an orthopedic surgeon * Rick Scott, Florida governor  * Rich Bagger, former pharmaceutical executive and former top aide to New Jersey Governor Chris Christie * Bobby Jindal, former Louisiana governor * Michael McCaul, U.S. representative from Texas and chairman of the House Homeland Security Committee * David Clarke, Milwaukee county sheriff and vocal Trump supporter  * Joe Arpaio, outgoing Maricopa County, Arizona, sheriff who campaigned for Trump  * Jeff Holmstead, energy lawyer, former EPA official during George W. Bush administration * Mike Catanzaro, energy lobbyist, former EPA official during George W. Bush administration * Robert Grady, venture capitalist, partner in private equity firm Gryphon Investors  * Leslie Rutledge, Arkansas attorney general * Carol Comer, commissioner of the Indiana Department of Environmental Management * Harold Hamm, Oklahoma oil and gas mogul, chief executive of Continental Resources Inc * Kevin Cramer, U.S. Representative from North Dakota * Robert Grady * Larry Nichols, co-founder of Devon Energy Corp * James Connaughton, chief executive of Nautilus Data Technologies and a former environmental adviser to President George W. Bush * Sarah Palin, former Alaska governor, 2008 Republican vice presidential nominee * Jan Brewer, former Arizona governor * Forrest Lucas, founder of oil products company Lucas Oil * Harold Hamm * Robert Grady * Wilbur Ross, billionaire investor, chairman of Invesco Ltd subsidiary WL Ross & Co * Linda McMahon, former world Wrestling Entertainment executive and two-time Senate candidate * Retired Lieutenant General Ronald Burgess, former Defense Intelligence Agency chief  * Robert Cardillo, director of the National Geospatial-Intelligence Agency * Pete Hoekstra, former U.S. representative from Michigan * Retired Lieutenant General Michael Flynn * Pete Hoekstra * Michael Flynn * Stephen Hadley * Kelly Ayotte * Richard Grenell, former spokesman for the United States at the United Nations  * Peter King, U.S. representative from New York * Dan DiMicco, former chief executive of steel producer Nucor Corp * Jeff Miller, retiring U.S. representative from Florida and chairman of the Veterans Affairs committee The Trump transition team confirmed he would choose from the list of 21 names he drew up during his campaign, including U.S. Senator Mike Lee of Utah, and William Pryor, a federal judge with the 11th U.S. Circuit Court of Appeals.  ",politicsNews,"November 17, 2016 ",False
Trump says may tie infrastructure with healthcare or tax reform: NY Times,"WASHINGTON (Reuters) - U.S. President Donald Trump said on Wednesday he was considering packaging a $1 trillion infrastructure plan with either healthcare or tax reform legislation as an incentive to get support from lawmakers, especially Democrats. Trump also said in an interview with the New York Times he may move up the unveiling of a plan to rebuild the country’s deteriorating roads, bridges and tunnels, which had been expected later this year. “I’m thinking about accelerating it. I’m thinking about putting it with another bill. Could be health care, could be something else. Could be tax reform,” Trump said. Trump was stung by his first legislative push, a failed attempt to roll back former President Barack Obama’s healthcare law, which ended in an embarrassing collapse in Congress two weeks ago. The White House has tried to revive healthcare talks while also seeking other legislative measures - such as tax reform - that could give Trump a win in the early part of his presidency. U.S. Transportation Secretary Elaine Chao said last week the Trump administration would later this year unveil a $1 trillion, 10-year plan to modernize U.S. roads, bridges, airports, electrical grid and water systems, offering incentives for public-private partnerships. Trump said he wanted to accelerate that roll-out, but provided no timeline. Trump said Democratic lawmakers “are desperate for infrastructure” and may be more likely to sign on to a Republican-backed tax reform or healthcare bill if spending on roads and bridges were included. “We’re talking about a trillion-dollar infrastructure,” Trump said. Some of the infrastructure projects may be built through public-private partnerships, Trump said, declining to say how the total spending would split between public and private sources. But he also said that with interest rates low, the government may be better off financing the projects itself. “When you can borrow so inexpensively, you don’t have to do the public-private thing. Because public-private can be very expensive,” Trump said. Trump said he would make an announcement in two weeks about whether he would seek changes to a wage law for federal projects blamed by conservative groups for inflating costs, though he declined to say what the announcement would be.  Conservative groups have pressured the White House on the law, known as the Davis-Bacon Act, which requires contractors on federal projects to pay local prevailing wages - a measure backed by labor unions and Democrats. On tax reform, Trump said he wanted to wait and see what happens on healthcare legislation, which has stalled in the House of Representatives, before setting out details on taxes. The details of the healthcare bill could determine how much he could cut taxes, he said. Republicans have been working on a plan to cut the corporate tax rate to 20 percent from 35 percent, end taxing foreign profits for U.S.-based multinationals and cut other tax rates for businesses and investors - as well as simplify and cut personal income taxes. ",politicsNews,"April 6, 2017 ",False
 Trump Displays Incredible Ignorance Yet Again — Claims Credit For Term Coined Over A Hundred Years Ago,"Have you ever wondered where a phrase started? How about the phrase  prime the pump?  It is widely considered to mean the use of government money to get a project going. While it dates back to the 1800s, President Donald Trump is now claiming that he invented the phrase. In reality, the use of the phrase  prime the pump  predates Trump s own birth by a hundred years, and the use of it in the current economic sense has existed since the 1930s.In a recent conversation with The Economist, this exchange happened (they were talking about Trump s tax plan):The Economist: But beyond that it s OK if the tax plan increases the deficit? Trump: It is OK, because it won t increase it for long. You may have two years where you ll you understand the expression  prime the pump ? The Economist: Yes. Trump: We have to prime the pump. The Economist: It s very Keynesian. Trump: We re the highest-taxed nation in the world. Have you heard that expression before, for this particular type of an event? The Economist: Priming the pump? Trump: Yeah, have you heard it? The Economist: Yes. Trump: Have you heard that expression used before? Because I haven t heard it. I mean, I just I came up with it a couple of days ago and I thought it was good. It s what you have to do.According to The Free Dictionary:Prime the Pump: Encourage the growth or action of something, as in  Marjorie tried to prime the pump by offering some new issues for discussion.  In the late 1800s this expression originally was used for pouring liquid into a pump to expel the air and make it work. In the 1930s it was applied to government efforts to stimulate the economy and thereafter was applied to other undertakings.It is hardly surprising that a) Trump had never heard this phrase, as it is rarely used on Twitter and b) he would take credit for it. In a week with so many gaffes, lies and just strange behavior, this may not be as big an issue but it s clear how little this man knows and how little he understands the world and reality that the rest of us live in. Another explanation could be that Trump is much, much older than we have been led to believe and has gone completely senile.Featured image via Photo by Joe Raedle/Getty Images.",News,"May 11, 2017",True
